ArrestNumber,ArChgNumID,Severity,NIBRS_Group,NIBRS_Crime_Category
18-012655,18-012655-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-016315,18-016315-02,M,C,TRAFFIC VIOLATION - NON HAZARDOUS
19-009147,19-009147-02,M,A,DRUG/ NARCOTIC VIOLATIONS
18-018725,18-018725-01,F,A,MOTOR VEHICLE THEFT
18-004087,18-004087-01,M,B,TRESPASS OF REAL PROPERTY
17-024523,17-024523-01,M,A,LARCENY/ THEFT OFFENSES
18-045597,18-045597-01,M,A,LARCENY/ THEFT OFFENSES
18-007980,18-007980-01,M,B,PUBLIC INTOXICATION
18-030762,18-030762-03,M,B,PUBLIC INTOXICATION
18-045572,18-045572-02,M,A,DRUG/ NARCOTIC VIOLATIONS
18-023045,18-023045-02,M,A,FRAUD OFFENSES
18-008613,18-008613-03,M,C,TRAFFIC VIOLATION - NON HAZARDOUS
18-023707,18-023707-01,M,A,FRAUD OFFENSES
20-010645,20-010645-01,N,C,APOWW (SOCIAL SERVICES REFERRAL)
18-042249,18-042249-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-027091,18-027091-02,M,A,DRUG/ NARCOTIC VIOLATIONS
18-024136,18-024136-01,M,A,FRAUD OFFENSES
18-013228,18-013228-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-022548,18-022548-03,M,C,TRAFFIC VIOLATION - NON HAZARDOUS
18-045442,18-045442-02,M,B,ALL OTHER OFFENSES
18-007836,18-007836-02,M,C,TRAFFIC VIOLATION - NON HAZARDOUS
18-035086,18-035086-02,M,A,WEAPON LAW VIOLATIONS
18-026232,18-026232-02,M,B,ALL OTHER OFFENSES
19-021448,19-021448-01,F,A,ASSAULT OFFENSES
20-016712,20-016712-01,F,A,MOTOR VEHICLE THEFT
19-032526,19-032526-03,M,B,ALL OTHER OFFENSES
19-010592,19-010592-02,M,A,DRUG/ NARCOTIC VIOLATIONS
18-037997,18-037997-01,M,B,PUBLIC INTOXICATION
18-009784,18-009784-03,M,B,TRESPASS OF REAL PROPERTY
18-000053,18-000053-01,M,A,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY
20-035546,20-035546-02,M,A,WEAPON LAW VIOLATIONS
18-041005,18-041005-04,M,C,TRAFFIC VIOLATION - NON HAZARDOUS
18-044380,18-044380-02,M,B,ALL OTHER OFFENSES
18-020490,18-020490-02,F,A,ASSAULT OFFENSES
18-039836,18-039836-01,F,A,DRUG/ NARCOTIC VIOLATIONS
20-020228,20-020228-01,N,C,APOWW (SOCIAL SERVICES REFERRAL)
18-027645,18-027645-01,M,C,TRAFFIC VIOLATION - NON HAZARDOUS
20-029077,20-029077-01,M,B,TRESPASS OF REAL PROPERTY
18-019855,18-019855-02,M,A,DRUG/ NARCOTIC VIOLATIONS
18-043385,18-043385-01,F,A,MOTOR VEHICLE THEFT
18-031652,18-031652-01,M,B,PUBLIC INTOXICATION
18-027323,18-027323-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-041262,18-041262-01,M,A,DRUG/ NARCOTIC VIOLATIONS
20-038671,20-038671-01,M,B,TRESPASS OF REAL PROPERTY
18-044159,18-044159-02,F,A,DRUG/ NARCOTIC VIOLATIONS
18-001976,18-001976-02,M,A,DRUG/ NARCOTIC VIOLATIONS
19-045198,19-045198-02,F,A,WEAPON LAW VIOLATIONS
18-014473,18-014473-02,M,A,WEAPON LAW VIOLATIONS
19-028219,19-028219-01,F,A,LARCENY/ THEFT OFFENSES
18-037799,18-037799-01,F,A,ASSAULT OFFENSES
18-013061,18-013061-02,M,A,WEAPON LAW VIOLATIONS
18-043076,18-043076-01,M,B,DRIVING UNDER THE INFLUENCE
18-003912,18-003912-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-033796,18-033796-03,M,B,ALL OTHER OFFENSES
20-011849,20-011849-01,M,B,PUBLIC INTOXICATION
18-023680,18-023680-03,M,C,TRAFFIC VIOLATION - NON HAZARDOUS
18-006622,18-006622-02,M,B,DRIVING UNDER THE INFLUENCE
20-014938,20-014938-01,N,C,APOWW (SOCIAL SERVICES REFERRAL)
19-009669,19-009669-04,M,B,ALL OTHER OFFENSES
18-042060,18-042060-02,M,B,PUBLIC INTOXICATION
18-012544,18-012544-02,F,A,DRUG/ NARCOTIC VIOLATIONS
20-005306,20-005306-01,M,A,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY
18-023800,18-023800-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-015460,18-015460-03,F,A,WEAPON LAW VIOLATIONS
18-024610,18-024610-02,M,A,DRUG/ NARCOTIC VIOLATIONS
18-041639,18-041639-01,F,A,MOTOR VEHICLE THEFT
18-041051,18-041051-04,M,B,ALL OTHER OFFENSES
20-020336,20-020336-01,N,C,APOWW (SOCIAL SERVICES REFERRAL)
18-021425,18-021425-01,M,A,FRAUD OFFENSES
20-019327,20-019327-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-026857,18-026857-02,F,A,FRAUD OFFENSES
18-002495,18-002495-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-026502,18-026502-02,M,A,DRUG/ NARCOTIC VIOLATIONS
18-037070,18-037070-04,M,B,ALL OTHER OFFENSES
18-040353,18-040353-02,M,A,DRUG/ NARCOTIC VIOLATIONS
18-040643,18-040643-02,M,B,PUBLIC INTOXICATION
18-040352,18-040352-02,F,A,DRUG/ NARCOTIC VIOLATIONS
18-016428,18-016428-02,M,C,TRAFFIC VIOLATION - NON HAZARDOUS
19-025945,19-025945-01,M,A,DRUG/ NARCOTIC VIOLATIONS
20-003868,20-003868-03,F,A,WEAPON LAW VIOLATIONS
18-018680,18-018680-01,F,A,MOTOR VEHICLE THEFT
18-036397,18-036397-01,M,A,FRAUD OFFENSES
20-038041,20-038041-01,M,B,PUBLIC INTOXICATION
18-022319,18-022319-03,F,A,DRUG/ NARCOTIC VIOLATIONS
18-033893,18-033893-01,F,A,LARCENY/ THEFT OFFENSES
18-040062,18-040062-01,F,A,ASSAULT OFFENSES
18-018680,18-018680-08,M,B,ALL OTHER OFFENSES
18-032755,18-032755-02,M,A,WEAPON LAW VIOLATIONS
18-033564,18-033564-05,M,C,TRAFFIC VIOLATION - NON HAZARDOUS
18-014953,18-014953-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-016981,18-016981-02,M,A,FRAUD OFFENSES
18-029218,18-029218-02,F,A,DRUG/ NARCOTIC VIOLATIONS
20-034161,20-034161-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-041068,18-041068-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-016554,18-016554-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-003708,18-003708-01,F,A,WEAPON LAW VIOLATIONS
18-037096,18-037096-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-040643,18-040643-01,F,A,ASSAULT OFFENSES
18-040621,18-040621-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-004781,18-004781-05,M,A,WEAPON LAW VIOLATIONS
18-037245,18-037245-01,F,A,MOTOR VEHICLE THEFT
18-041178,18-041178-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-041168,18-041168-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-026857,18-026857-03,F,A,DRUG/ NARCOTIC VIOLATIONS
18-037816,18-037816-01,F,A,ASSAULT OFFENSES
19-034708,19-034708-02,M,B,ALL OTHER OFFENSES
20-039366,20-039366-01,M,B,PUBLIC INTOXICATION
18-012544,18-012544-04,M,B,ALL OTHER OFFENSES
18-040352,18-040352-05,F,A,DRUG/ NARCOTIC VIOLATIONS
18-026809,18-026809-01,F,A,LARCENY/ THEFT OFFENSES
18-017991,18-017991-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-036725,18-036725-03,F,A,DRUG/ NARCOTIC VIOLATIONS
18-016502,18-016502-02,M,B,ALL OTHER OFFENSES
17-014154,17-014154-03,M,B,ALL OTHER OFFENSES
19-016682,19-016682-01,M,A,WEAPON LAW VIOLATIONS
18-039836,18-039836-03,M,B,ALL OTHER OFFENSES
18-001398,18-001398-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-020995,18-020995-01,F,A,LARCENY/ THEFT OFFENSES
18-035494,18-035494-02,F,A,FRAUD OFFENSES
18-012370,18-012370-01,M,A,FRAUD OFFENSES
19-045767,19-045767-01,F,A,MOTOR VEHICLE THEFT
18-024803,18-024803-01,M,A,WEAPON LAW VIOLATIONS
18-013570,18-013570-01,F,A,ASSAULT OFFENSES
18-023680,18-023680-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-042010,18-042010-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-041623,18-041623-04,M,B,ALL OTHER OFFENSES
21-002331,21-002331-01,M,B,ALL OTHER OFFENSES
18-022573,18-022573-02,F,B,ALL OTHER OFFENSES
19-019923,19-019923-02,F,A,DRUG/ NARCOTIC VIOLATIONS
18-036918,18-036918-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-028454,18-028454-02,M,C,TRAFFIC VIOLATION - NON HAZARDOUS
18-044488,18-044488-02,M,A,DRUG/ NARCOTIC VIOLATIONS
18-014155,18-014155-01,M,B,TRESPASS OF REAL PROPERTY
18-034627,18-034627-02,F,B,DRIVING UNDER THE INFLUENCE
18-041051,18-041051-03,M,B,PUBLIC INTOXICATION
18-034873,18-034873-03,M,B,ALL OTHER OFFENSES
18-037618,18-037618-01,M,A,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY
18-030760,18-030760-02,M,C,TRAFFIC VIOLATION - HAZARDOUS
18-006070,18-006070-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-032487,18-032487-01,F,A,MOTOR VEHICLE THEFT
20-038919,20-038919-01,M,B,PUBLIC INTOXICATION
18-034336,18-034336-01,M,B,PUBLIC INTOXICATION
18-016622,18-016622-02,M,B,PUBLIC INTOXICATION
18-016381,18-016381-01,F,A,COUNTERFEITING / FORGERY
21-004034,21-004034-01,N,C,APOWW (SOCIAL SERVICES REFERRAL)
18-025486,18-025486-01,F,A,DRUG/ NARCOTIC VIOLATIONS
20-024660,20-024660-01,M,B,PUBLIC INTOXICATION
18-001557,18-001557-02,M,A,WEAPON LAW VIOLATIONS
18-007976,18-007976-01,M,B,PUBLIC INTOXICATION
19-004777,19-004777-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-032918,18-032918-01,M,A,LARCENY/ THEFT OFFENSES
18-012452,18-012452-02,M,B,PUBLIC INTOXICATION
18-040600,18-040600-02,M,B,ALL OTHER OFFENSES
20-023784,20-023784-01,M,B,TRESPASS OF REAL PROPERTY
18-001525,18-001525-02,M,B,TRESPASS OF REAL PROPERTY
20-033307,20-033307-01,F,A,WEAPON LAW VIOLATIONS
20-001505,20-001505-02,M,B,PUBLIC INTOXICATION
18-043021,18-043021-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-010191,18-010191-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-023873,18-023873-01,F,A,ASSAULT OFFENSES
18-007696,18-007696-02,M,B,DRIVING UNDER THE INFLUENCE
21-003852,21-003852-01,F,A,LARCENY/ THEFT OFFENSES
18-014366,18-014366-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-017706,18-017706-02,M,A,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY
18-010133,18-010133-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-039646,18-039646-01,M,A,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY
18-022963,18-022963-02,F,B,ALL OTHER OFFENSES
18-035494,18-035494-03,M,A,DRUG/ NARCOTIC VIOLATIONS
18-011823,18-011823-03,M,A,DRUG/ NARCOTIC VIOLATIONS
18-006850,18-006850-02,M,A,GAMBLING OFFENSES
18-001530,18-001530-02,F,A,DRUG/ NARCOTIC VIOLATIONS
18-024193,18-024193-03,F,A,WEAPON LAW VIOLATIONS
18-035266,18-035266-02,M,A,FRAUD OFFENSES
18-004789,18-004789-02,F,A,DRUG/ NARCOTIC VIOLATIONS
18-016310,18-016310-02,M,A,DRUG/ NARCOTIC VIOLATIONS
18-002406,18-002406-02,M,A,LARCENY/ THEFT OFFENSES
18-040370,18-040370-02,F,A,DRUG/ NARCOTIC VIOLATIONS
18-040352,18-040352-08,M,C,TRAFFIC VIOLATION - NON HAZARDOUS
19-010511,19-010511-02,F,A,BURGLARY/ BREAKING & ENTERING
18-041176,18-041176-01,M,A,WEAPON LAW VIOLATIONS
18-044766,18-044766-01,F,A,DRUG/ NARCOTIC VIOLATIONS
19-004777,19-004777-03,M,A,DRUG/ NARCOTIC VIOLATIONS
16-022187,16-022187-01,M,A,ASSAULT OFFENSES
18-039452,18-039452-02,M,A,DRUG/ NARCOTIC VIOLATIONS
18-034622,18-034622-01,M,A,ASSAULT OFFENSES
18-004781,18-004781-02,F,A,ASSAULT OFFENSES
18-033530,18-033530-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-037230,18-037230-02,M,A,DRUG/ NARCOTIC VIOLATIONS
18-015389,18-015389-01,F,A,MOTOR VEHICLE THEFT
18-015097,18-015097-02,F,A,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY
18-022963,18-022963-03,M,B,ALL OTHER OFFENSES
18-009926,18-009926-02,F,A,FRAUD OFFENSES
18-039789,18-039789-01,M,B,DRIVING UNDER THE INFLUENCE
18-018003,18-018003-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-040352,18-040352-07,M,B,ALL OTHER OFFENSES
18-039624,18-039624-01,F,A,MOTOR VEHICLE THEFT
18-028733,18-028733-03,M,A,ASSAULT OFFENSES
18-012045,18-012045-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-030882,18-030882-02,M,B,DRIVING UNDER THE INFLUENCE
18-027236,18-027236-01,M,A,LARCENY/ THEFT OFFENSES
18-018246,18-018246-01,F,A,DRUG/ NARCOTIC VIOLATIONS
20-031251,20-031251-01,F,A,MOTOR VEHICLE THEFT
18-022616,18-022616-03,M,C,TRAFFIC VIOLATION - NON HAZARDOUS
18-026387,18-026387-01,M,A,FRAUD OFFENSES
18-039895,18-039895-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-028490,18-028490-02,M,C,TRAFFIC VIOLATION - NON HAZARDOUS
20-018655,20-018655-01,F,A,ROBBERY
19-027908,19-027908-02,F,A,DRUG/ NARCOTIC VIOLATIONS
18-015099,18-015099-03,F,B,ALL OTHER OFFENSES
20-003931,20-003931-02,M,A,DRUG/ NARCOTIC VIOLATIONS
18-029675,18-029675-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-032108,18-032108-02,F,A,DRUG/ NARCOTIC VIOLATIONS
18-005071,18-005071-02,F,A,DRUG/ NARCOTIC VIOLATIONS
20-038037,20-038037-01,M,B,PUBLIC INTOXICATION
18-006779,18-006779-01,M,A,FRAUD OFFENSES
18-029290,18-029290-04,M,B,ALL OTHER OFFENSES
18-045361,18-045361-01,M,A,FRAUD OFFENSES
18-026797,18-026797-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-014050,18-014050-02,M,B,PUBLIC INTOXICATION
17-050104,17-050104-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-041121,18-041121-01,F,A,ROBBERY
18-043905,18-043905-03,M,B,ALL OTHER OFFENSES
18-009755,18-009755-04,M,B,ALL OTHER OFFENSES
18-041743,18-041743-01,F,A,MOTOR VEHICLE THEFT
18-006281,18-006281-01,F,A,LARCENY/ THEFT OFFENSES
18-027766,18-027766-02,F,A,WEAPON LAW VIOLATIONS
17-013694,17-013694-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-041315,18-041315-01,F,A,MOTOR VEHICLE THEFT
18-012045,18-012045-02,F,A,DRUG/ NARCOTIC VIOLATIONS
18-017571,18-017571-02,F,A,WEAPON LAW VIOLATIONS
18-020861,18-020861-01,F,A,DRUG/ NARCOTIC VIOLATIONS
20-025010,20-025010-02,M,A,DRUG/ NARCOTIC VIOLATIONS
18-036216,18-036216-01,F,A,LARCENY/ THEFT OFFENSES
16-002674,16-002674-01,M,A,LARCENY/ THEFT OFFENSES
18-043873,18-043873-02,M,A,FRAUD OFFENSES
19-021311,19-021311-02,M,B,ALL OTHER OFFENSES
18-026962,18-026962-02,M,B,ALL OTHER OFFENSES
20-026553,20-026553-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-006152,18-006152-02,M,B,DRIVING UNDER THE INFLUENCE
18-027679,18-027679-02,M,A,WEAPON LAW VIOLATIONS
18-027978,18-027978-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-008268,18-008268-02,M,B,DRIVING UNDER THE INFLUENCE
18-015097,18-015097-01,F,A,MOTOR VEHICLE THEFT
18-045435,18-045435-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-033432,18-033432-02,F,A,DRUG/ NARCOTIC VIOLATIONS
19-007776,19-007776-04,M,B,PUBLIC INTOXICATION
18-045410,18-045410-02,M,B,PUBLIC INTOXICATION
20-022748,20-022748-01,M,B,TRESPASS OF REAL PROPERTY
18-036357,18-036357-03,M,B,ALL OTHER OFFENSES
18-036725,18-036725-04,F,A,WEAPON LAW VIOLATIONS
18-036042,18-036042-01,M,B,PUBLIC INTOXICATION
18-010804,18-010804-02,M,B,DISORDERLY CONDUCT
18-020983,18-020983-05,M,A,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY
18-022338,18-022338-01,F,A,COUNTERFEITING / FORGERY
18-011437,18-011437-01,M,B,PUBLIC INTOXICATION
20-039231,20-039231-01,M,B,TRESPASS OF REAL PROPERTY
18-026809,18-026809-02,M,A,FRAUD OFFENSES
18-037017,18-037017-01,F,A,MOTOR VEHICLE THEFT
18-020983,18-020983-03,M,A,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY
20-026557,20-026557-01,M,B,PUBLIC INTOXICATION
20-017981,20-017981-01,M,B,PUBLIC INTOXICATION
18-018662,18-018662-03,M,C,TRAFFIC VIOLATION - NON HAZARDOUS
18-034624,18-034624-02,M,B,PUBLIC INTOXICATION
18-014817,18-014817-05,M,B,TRESPASS OF REAL PROPERTY
20-039079,20-039079-02,M,B,PUBLIC INTOXICATION
18-004622,18-004622-02,M,A,WEAPON LAW VIOLATIONS
20-021623,20-021623-01,N,C,APOWW (SOCIAL SERVICES REFERRAL)
19-020990,19-020990-01,F,A,DRUG/ NARCOTIC VIOLATIONS
20-021929,20-021929-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-007031,18-007031-01,F,A,MOTOR VEHICLE THEFT
18-018662,18-018662-02,M,C,TRAFFIC VIOLATION - HAZARDOUS
18-025227,18-025227-01,F,A,COUNTERFEITING / FORGERY
18-003929,18-003929-01,M,B,TRESPASS OF REAL PROPERTY
18-005098,18-005098-01,F,A,LARCENY/ THEFT OFFENSES
18-037552,18-037552-03,F,A,DRUG/ NARCOTIC VIOLATIONS
17-040973,17-040973-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-004649,18-004649-02,F,B,ALL OTHER OFFENSES
18-021208,18-021208-01,F,A,LARCENY/ THEFT OFFENSES
18-038331,18-038331-01,M,A,FRAUD OFFENSES
18-014490,18-014490-03,M,C,TRAFFIC VIOLATION - HAZARDOUS
18-009784,18-009784-02,M,B,PUBLIC INTOXICATION
18-005457,18-005457-01,F,A,DRUG/ NARCOTIC VIOLATIONS
19-025724,19-025724-03,M,A,WEAPON LAW VIOLATIONS
18-030802,18-030802-01,M,B,ALL OTHER OFFENSES
18-017767,18-017767-03,M,A,DRUG/ NARCOTIC VIOLATIONS
20-015268,20-015268-01,N,C,APOWW (SOCIAL SERVICES REFERRAL)
18-043052,18-043052-01,M,A,FRAUD OFFENSES
18-042851,18-042851-04,M,B,ALL OTHER OFFENSES
18-023335,18-023335-01,F,A,DRUG/ NARCOTIC VIOLATIONS
20-020771,20-020771-01,M,B,PUBLIC INTOXICATION
18-022294,18-022294-03,F,A,WEAPON LAW VIOLATIONS
18-029706,18-029706-02,M,B,PUBLIC INTOXICATION
18-018680,18-018680-03,M,B,ALL OTHER OFFENSES
18-033873,18-033873-03,M,A,DRUG/ NARCOTIC VIOLATIONS
18-018043,18-018043-01,M,A,LARCENY/ THEFT OFFENSES
19-003331,19-003331-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-014366,18-014366-02,M,B,PUBLIC INTOXICATION
18-045024,18-045024-01,F,A,MOTOR VEHICLE THEFT
18-041410,18-041410-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-025355,18-025355-02,M,A,DRUG/ NARCOTIC VIOLATIONS
18-044534,18-044534-01,F,A,MOTOR VEHICLE THEFT
18-027586,18-027586-04,F,A,WEAPON LAW VIOLATIONS
18-032115,18-032115-01,M,A,FRAUD OFFENSES
17-049627,17-049627-01,F,A,ASSAULT OFFENSES
18-022583,18-022583-04,M,B,ALL OTHER OFFENSES
17-018066,17-018066-02,F,A,DRUG/ NARCOTIC VIOLATIONS
18-027795,18-027795-01,F,A,DRUG/ NARCOTIC VIOLATIONS
21-003907,21-003907-01,N,C,APOWW (SOCIAL SERVICES REFERRAL)
18-020790,18-020790-01,M,A,ASSAULT OFFENSES
18-021597,18-021597-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-015460,18-015460-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-043193,18-043193-03,M,B,PUBLIC INTOXICATION
16-027627,16-027627-02,M,B,PUBLIC INTOXICATION
18-012203,18-012203-03,M,C,TRAFFIC VIOLATION - NON HAZARDOUS
18-036596,18-036596-02,M,B,ALL OTHER OFFENSES
18-005748,18-005748-02,F,A,DRUG/ NARCOTIC VIOLATIONS
18-036627,18-036627-01,M,A,LARCENY/ THEFT OFFENSES
18-042363,18-042363-03,M,B,ALL OTHER OFFENSES
18-012203,18-012203-02,F,A,DRUG/ NARCOTIC VIOLATIONS
18-030754,18-030754-01,M,B,ALL OTHER OFFENSES
18-040600,18-040600-01,F,A,DRUG/ NARCOTIC VIOLATIONS
20-016155,20-016155-01,F,A,DRUG/ NARCOTIC VIOLATIONS
20-017345,20-017345-01,F,A,ROBBERY
18-004355,18-004355-01,F,A,MOTOR VEHICLE THEFT
18-010445,18-010445-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-032832,18-032832-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-011123,18-011123-02,M,A,WEAPON LAW VIOLATIONS
18-022592,18-022592-01,M,B,DISORDERLY CONDUCT
18-034642,18-034642-05,M,B,ALL OTHER OFFENSES
20-001441,20-001441-01,M,B,PUBLIC INTOXICATION
18-029909,18-029909-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-045733,18-045733-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-018631,18-018631-01,F,A,ASSAULT OFFENSES
18-023583,18-023583-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-005729,18-005729-01,M,A,ASSAULT OFFENSES
18-040352,18-040352-06,M,A,DRUG/ NARCOTIC VIOLATIONS
18-042460,18-042460-01,M,A,LARCENY/ THEFT OFFENSES
18-008496,18-008496-02,F,A,DRUG/ NARCOTIC VIOLATIONS
18-041727,18-041727-01,F,A,MOTOR VEHICLE THEFT
18-004874,18-004874-02,M,B,ALL OTHER OFFENSES
18-006301,18-006301-02,F,A,DRUG/ NARCOTIC VIOLATIONS
18-034514,18-034514-01,F,A,BURGLARY/ BREAKING & ENTERING
18-018146,18-018146-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-009071,18-009071-01,M,A,FRAUD OFFENSES
18-026126,18-026126-01,F,A,DRUG/ NARCOTIC VIOLATIONS
20-021865,20-021865-01,M,B,PUBLIC INTOXICATION
17-007630,17-007630-02,M,B,TRESPASS OF REAL PROPERTY
18-023475,18-023475-02,F,A,DRUG/ NARCOTIC VIOLATIONS
18-029027,18-029027-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-018923,18-018923-01,F,A,DRUG/ NARCOTIC VIOLATIONS
20-020544,20-020544-01,M,B,PUBLIC INTOXICATION
18-027647,18-027647-02,M,A,DRUG/ NARCOTIC VIOLATIONS
18-041743,18-041743-02,F,B,ALL OTHER OFFENSES
20-015922,20-015922-01,M,A,FRAUD OFFENSES
18-042925,18-042925-03,M,B,ALL OTHER OFFENSES
20-005796,20-005796-01,M,B,TRESPASS OF REAL PROPERTY
20-021320,20-021320-01,F,A,LARCENY/ THEFT OFFENSES
18-030163,18-030163-01,F,A,MOTOR VEHICLE THEFT
18-022583,18-022583-03,M,B,DISORDERLY CONDUCT
18-035564,18-035564-02,F,A,DRUG/ NARCOTIC VIOLATIONS
18-044350,18-044350-06,F,A,DRUG/ NARCOTIC VIOLATIONS
18-009030,18-009030-01,M,A,WEAPON LAW VIOLATIONS
18-024907,18-024907-03,M,B,ALL OTHER OFFENSES
18-000641,18-000641-01,M,B,DISORDERLY CONDUCT
19-002076,19-002076-03,M,B,ALL OTHER OFFENSES
20-032908,20-032908-01,M,B,PUBLIC INTOXICATION
20-019327,20-019327-02,M,A,DRUG/ NARCOTIC VIOLATIONS
18-043362,18-043362-01,M,B,PUBLIC INTOXICATION
18-044720,18-044720-01,M,B,PUBLIC INTOXICATION
20-031779,20-031779-01,N,C,APOWW (SOCIAL SERVICES REFERRAL)
18-037230,18-037230-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-044521,18-044521-04,F,A,FRAUD OFFENSES
20-034424,20-034424-01,M,B,PUBLIC INTOXICATION
20-038877,20-038877-01,M,B,PUBLIC INTOXICATION
18-000304,18-000304-01,F,A,DRUG/ NARCOTIC VIOLATIONS
17-007630,17-007630-01,M,A,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY
18-037125,18-037125-01,F,A,ROBBERY
18-020074,18-020074-02,F,A,DRUG/ NARCOTIC VIOLATIONS
18-037254,18-037254-01,F,A,MOTOR VEHICLE THEFT
18-026199,18-026199-01,F,A,MOTOR VEHICLE THEFT
19-001020,19-001020-01,F,A,MOTOR VEHICLE THEFT
18-037797,18-037797-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-034062,18-034062-02,M,C,TRAFFIC VIOLATION - NON HAZARDOUS
20-026753,20-026753-01,M,B,TRESPASS OF REAL PROPERTY
18-024683,18-024683-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-045589,18-045589-01,M,A,WEAPON LAW VIOLATIONS
18-032832,18-032832-03,M,C,TRAFFIC VIOLATION - NON HAZARDOUS
18-039706,18-039706-02,F,A,DRUG/ NARCOTIC VIOLATIONS
18-026707,18-026707-02,M,A,WEAPON LAW VIOLATIONS
18-019554,18-019554-01,M,A,WEAPON LAW VIOLATIONS
16-030105,16-030105-01,M,A,FRAUD OFFENSES
18-018660,18-018660-01,F,A,DRUG/ NARCOTIC VIOLATIONS
17-049482,17-049482-01,M,A,DRUG/ NARCOTIC VIOLATIONS
18-006626,18-006626-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-011383,18-011383-02,M,B,ALL OTHER OFFENSES
18-025266,18-025266-03,M,C,TRAFFIC VIOLATION - NON HAZARDOUS
18-022294,18-022294-02,M,A,FRAUD OFFENSES
18-030544,18-030544-01,F,B,DRIVING UNDER THE INFLUENCE
18-033787,18-033787-01,F,A,DRUG/ NARCOTIC VIOLATIONS
18-044789,18-044789-02,M,B,PUBLIC INTOXICATION
20-020605,20-020605-01,M,A,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY
18-022616,18-022616-04,M,C,TRAFFIC VIOLATION - NON HAZARDOUS
18-027723,18-027723-01,M,A,DRUG/ NARCOTIC VIOLATIONS
19-027469,19-027469-02,M,C,TRAFFIC VIOLATION - HAZARDOUS
18-040353,18-040353-01,F,A,DRUG/ NARCOTIC VIOLATIONS
